product_id,product_category_name,purchase_year,reference_price,base_cost_ratio,cost_ratio_adjustment,final_cost_ratio,unit_product_cost
0075c14603d80515e20908c156ceb47b,esporte_lazer,2018,49.9,0.5849381209023274,0.07,0.6549381209023275,32.68
007c63ae4b346920756b5adcad8095de,utilidades_domesticas,2017,79.99,0.5999770506187772,0.0,0.5999770506187772,47.99
0081787b18cce4acc2d1adec4520d7ba,construcao_ferramentas_seguranca,2018,521.9,0.5518405674377515,0.0,0.5518405674377515,288.01
0082684bb4a60a862baaf7a60a5845ed,unknown,2017,39.9,0.7467310943755346,0.0,0.7467310943755346,29.79
0085dddda27567189f1dfd1eda7c286e,cama_mesa_banho,2017,179.8,0.7162127141480081,0.0,0.7162127141480081,128.78
008686d56f4c85b987a4c24a286834c1,cama_mesa_banho,2017,207.0,0.7262913446565838,0.0,0.7262913446565838,150.34
00878d953636afec00d3e85d55a12e7f,beleza_saude,2018,100.0,0.7451822577554921,0.08,0.825182257755492,82.52
008b0ec3de3638637099f97add750136,beleza_saude,2018,69.49,0.664728943884585,0.08,0.744728943884585,51.75
008b51e6be49ee039854b5e35c331b02,relogios_presentes,2018,270.9,0.6921852989882235,0.1,0.7921852989882234,214.6
008cff0e5792219fae03e570f980b330,esporte_lazer,2017,145.9,0.5849492495319144,0.0,0.5849492495319144,85.34
008cff0e5792219fae03e570f980b330,esporte_lazer,2018,134.99,0.5849492495319144,0.07,0.6549492495319145,88.41
00905d58c87afcbce21420b3712cacaa,cama_mesa_banho,2018,159.9,0.5786325183839934,0.0,0.5786325183839934,92.52
00917855135d67fb060dcd81863166a4,informatica_acessorios,2018,39.9,0.717100740447618,0.0,0.717100740447618,28.61
0091d85023824de2d33252310c952307,utilidades_domesticas,2018,149.33,0.6677740515357832,0.0,0.6677740515357832,99.72
00929aaa7751a77220db9caa1ae6d3ab,utilidades_domesticas,2017,29.9,0.6913090266202973,0.0,0.6913090266202973,20.67
0092a9e1c8a471753ed7ffa7eef5086e,beleza_saude,2018,44.9,0.7412497143540064,0.08,0.8212497143540064,36.87
00989337a1916a0055eedd1fdb35eb53,moveis_decoracao,2018,18.75,0.7086795800001477,0.0,0.7086795800001477,13.29
009af1277432f1a05742df69cdf72d1e,brinquedos,2017,59.9,0.688394850164499,0.0,0.688394850164499,41.23
009c09f439988bc06a93d6b8186dce73,perfumaria,2018,132.4,0.6898017901863535,0.0,0.6898017901863535,91.33
009df2b0bc078648fc4f5898de8cabff,automotivo,2018,949.9,0.6259875245156531,0.0,0.6259875245156531,594.63
00a0db09dc7c94d512ec51900141ed69,informatica_acessorios,2018,49.99,0.5577044586419849,0.0,0.5577044586419849,27.88
00a8c742ae1da97e9064205459977e6c,informatica_acessorios,2017,14.99,0.6591793473080907,0.0,0.6591793473080907,9.88
00a985c524adbb97a4211e4ce17aabec,telefonia,2018,24.99,0.6036461682048824,0.0,0.6036461682048824,15.09
00aa70fd749f3b9ce8ca4bc914a9e7b1,moveis_decoracao,2017,8.73,0.6521321609311591,0.0,0.6521321609311591,5.69
00ab8a8b9fe219511dc3f178c6d79698,unknown,2017,89.99,0.7633507683170415,0.0,0.7633507683170415,68.69
00ae7076313576f94d9107599d79a978,esporte_lazer,2017,89.9,0.6084848714663352,0.0,0.6084848714663352,54.7
00ae7076313576f94d9107599d79a978,esporte_lazer,2018,89.9,0.6084848714663352,0.07,0.6784848714663352,61.0
00b264091d1c8df03976c3f3b176b35c,automotivo,2018,129.01,0.5645756854222665,0.0,0.5645756854222665,72.84
00b4155166f994ba9da3cf001eb80505,utilidades_domesticas,2018,94.0,0.6203459730054992,0.0,0.6203459730054992,58.31
00b782074a5ec523bf31951b4935d572,telefonia,2017,66.0,0.623398439441671,0.0,0.623398439441671,41.14
00ba6d766f0b1d7b78a5ce3e1e033263,utilidades_domesticas,2017,47.99,0.7154791286817238,0.0,0.7154791286817238,34.34
00ba6d766f0b1d7b78a5ce3e1e033263,utilidades_domesticas,2018,44.995000000000005,0.7154791286817238,0.0,0.7154791286817238,32.19
00baba5b58e274d0332a0c8a0a66f877,perfumaria,2017,47.9,0.6892580380853196,0.0,0.6892580380853196,33.02
00baba5b58e274d0332a0c8a0a66f877,perfumaria,2018,47.9,0.6892580380853196,0.0,0.6892580380853196,33.02
00bb62ea3729537a687c3fddcd123662,automotivo,2017,268.88,0.7459745522766035,0.0,0.7459745522766035,200.58
00bc6e6d4ceb98ec7ed058b0a243a8b9,artigos_de_natal,2017,16.56,0.716078385081847,0.0,0.716078385081847,11.86
00be617b58175bf207fd35910d5097a4,cama_mesa_banho,2017,48.9,0.6515967153600177,0.0,0.6515967153600177,31.86
00be617b58175bf207fd35910d5097a4,cama_mesa_banho,2018,48.9,0.6515967153600177,0.0,0.6515967153600177,31.86
00c1e6d55fe174bfbb179257255e49bb,cool_stuff,2018,146.65,0.7535050961665087,0.0,0.7535050961665087,110.5
00c3e35b00dd00ab864d4a94c1b97e66,perfumaria,2017,99.99,0.5917432299769261,0.0,0.5917432299769261,59.17
00c407e056c74eb8040a1233ca6da16f,papelaria,2018,84.9,0.5556780182834652,0.0,0.5556780182834652,47.18
00c744ca2f3b0e76ce227b146095d3f9,brinquedos,2017,33.9,0.5725119651939105,0.0,0.5725119651939105,19.41
00c794371af4dc7c5b6ba3ef913556bb,telefonia_fixa,2017,10.9,0.7305898376491127,0.0,0.7305898376491127,7.96
00cc15e0cef551848c797ab75ba904b1,relogios_presentes,2017,749.99,0.6654693075628468,0.0,0.6654693075628468,499.1
00d2add85b1f5aba6bb3d5d977314e25,casa_construcao,2017,351.055,0.5903179447584005,0.0,0.5903179447584005,207.23
00d2fa6f2a87633084c8e0400d41a65a,cama_mesa_banho,2018,113.9,0.6752611937758409,0.0,0.6752611937758409,76.91
00d363b8c14bb9a6c73febc4c42acf47,consoles_games,2017,19.9,0.5880780256782921,0.0,0.5880780256782921,11.7
00d51a45854ebce28acda79f414388ee,utilidades_domesticas,2018,31.9,0.724080093769434,0.0,0.724080093769434,23.1
00d62b338366db4c4aec8547ea8f928e,unknown,2017,29.9,0.6615390688935077,0.0,0.6615390688935077,19.78
00d62d0388b0786d730a1aaed91c0ae0,moveis_decoracao,2017,13.9,0.6452553065241207,0.0,0.6452553065241207,8.97
00d93a09990b319a7c946ed7a8c67656,moveis_decoracao,2017,169.9,0.6253780222869691,0.0,0.6253780222869691,106.25
00dc8a1b2de45a7fca5921544e5f351d,informatica_acessorios,2018,83.99,0.7075706482797222,0.0,0.7075706482797222,59.43
00ddaddbe03b7103d80daee96892363f,telefonia,2018,26.99,0.6404531526383477,0.0,0.6404531526383477,17.29
00de606a5dda99c2499f94ef18282977,automotivo,2018,118.8,0.5719124798290253,0.0,0.5719124798290253,67.94
00de7f393d962717eeeb2d7131a40dba,telefonia,2017,97.9,0.5795014755301289,0.0,0.5795014755301289,56.73
00df6fc5f33cc3f7ceec4ec6337d9cd7,relogios_presentes,2017,999.99,0.7904744161373787,0.0,0.7904744161373787,790.47
00e040fed5fb843e28740181ddca3521,telefonia,2018,21.99,0.7771451726769019,0.0,0.7771451726769019,17.09
00e2784f846618842151d40ec730ece0,moveis_decoracao,2017,109.9,0.7249267834526875,0.0,0.7249267834526875,79.67
00e32638060f6356e6f00749dc466b5c,esporte_lazer,2017,99.0,0.6164674903648799,0.0,0.6164674903648799,61.03
00e32638060f6356e6f00749dc466b5c,esporte_lazer,2018,99.0,0.6164674903648799,0.07,0.68646749036488,67.96
00e41fb1706dc56cc3bbdd2c1d6df362,moveis_decoracao,2017,24.9,0.792294094336931,0.0,0.792294094336931,19.73
00e437f5e55fc5a62e4ef2f84f41b5fb,moveis_decoracao,2018,9.9,0.7446877259914487,0.0,0.7446877259914487,7.37
00e4ded51458037ecda216453eb79d3c,informatica_acessorios,2017,130.0,0.7292225472897489,0.0,0.7292225472897489,94.8
00e62bcf9337ca4c5d5b4c5c8188f8d2,beleza_saude,2018,208.69,0.6623403755359472,0.08,0.7423403755359471,154.92
00e928700d549c4173b1bf631ca30abf,esporte_lazer,2017,55.9,0.6180603904612898,0.0,0.6180603904612898,34.55
00efb9a8ce0cf3b2f37892ab003edc10,esporte_lazer,2017,289.9,0.5740977405383749,0.0,0.5740977405383749,166.43
00f179926ae5965cd6ff548d765d8a61,informatica_acessorios,2017,15.9,0.7756505991359605,0.0,0.7756505991359605,12.33
00f2fa1c4397392f20e5627e3220accd,utilidades_domesticas,2018,99.99,0.6639440724584028,0.0,0.6639440724584028,66.39
00f42e56821b1779fbf397fe72639054,moveis_decoracao,2017,99.99,0.6005908411988077,0.0,0.6005908411988077,60.05
00f42e56821b1779fbf397fe72639054,moveis_decoracao,2018,99.99,0.6005908411988077,0.0,0.6005908411988077,60.05
00f8c37377b038c9c791128d2f928111,eletronicos,2017,16.9,0.6264891560376632,0.0,0.6264891560376632,10.59
00f8c37377b038c9c791128d2f928111,eletronicos,2018,23.9,0.6264891560376632,0.0,0.6264891560376632,14.97
00faa46f36261af8bbf3a4d37fa4841b,fashion_bolsas_e_acessorios,2017,270.0,0.694804892235474,0.0,0.694804892235474,187.6
00faa46f36261af8bbf3a4d37fa4841b,fashion_bolsas_e_acessorios,2018,295.0,0.694804892235474,0.0,0.694804892235474,204.97
00fd6afd95fe066db8433832180a5369,telefonia,2018,1502.93,0.594193195734808,0.0,0.594193195734808,893.03
00fefaf41156bb4b0d850fb27da97897,esporte_lazer,2018,13.49,0.7641535710230939,0.07,0.8341535710230938,11.25
00ffe57f0110d73fd84d162252b2c784,utilidades_domesticas,2018,179.98,0.7396298824588026,0.0,0.7396298824588026,133.12
0103208eb1ea5a1a7359c0251a65e37a,brinquedos,2018,759.9,0.7298657389877342,0.0,0.7298657389877342,554.62
0103863bf3441460142ec23c74388e4c,unknown,2018,27.3,0.658023259943776,0.0,0.658023259943776,17.96
0105b5323d24fc655f73052694dbbb3a,pc_gamer,2017,129.99,0.7068272101756108,0.0,0.7068272101756108,91.88
0105b5323d24fc655f73052694dbbb3a,pc_gamer,2018,129.99,0.7068272101756108,0.0,0.7068272101756108,91.88
01078a94cb29913dfda1a962fd4e3400,brinquedos,2017,74.9,0.696024492228184,0.0,0.696024492228184,52.13
010951987d78f9d52fbf50a43b690ba1,informatica_acessorios,2017,177.9,0.712461650388705,0.0,0.712461650388705,126.75
010a3a47c14f1295796c08419f32cef6,telefonia,2017,9.99,0.5711110802849724,0.0,0.5711110802849724,5.71
010c38887e6a41a5acfea2687515b254,moveis_decoracao,2017,59.9,0.6539518505426525,0.0,0.6539518505426525,39.17
010c79af51e82f60de174b6da6060c0a,brinquedos,2017,87.9,0.5604035434654732,0.0,0.5604035434654732,49.26
010c988805cc0a13b9ba455ffc6c8510,papelaria,2017,149.0,0.6734977048111298,0.0,0.6734977048111298,100.35
010f24a605e8431fc68562e597f80d63,informatica_acessorios,2018,24.9,0.6324653030831964,0.0,0.6324653030831964,15.75
0110573bc9195aa810a4384f189f48f5,moveis_decoracao,2017,119.99,0.5861310472165118,0.0,0.5861310472165118,70.33
0110573bc9195aa810a4384f189f48f5,moveis_decoracao,2018,119.99,0.5861310472165118,0.0,0.5861310472165118,70.33
0110986ff84d644fee920efb18577292,automotivo,2017,59.9,0.575850741930638,0.0,0.575850741930638,34.49
0111ab6fb41da433e0f17d3f4ec2c8f5,brinquedos,2017,35.0,0.696911143044428,0.0,0.696911143044428,24.39
0112c32bab2fb9a2147b92cdd5f1d3e7,cool_stuff,2017,65.0,0.5926482421342216,0.0,0.5926482421342216,38.52
011377a7487fef47fc9e73fa5f7322a6,bebes,2018,48.99,0.7812800295941993,0.0,0.7812800295941993,38.27
0116f3b947377cccf0135f8071b54d74,esporte_lazer,2017,99.9,0.6952652849250988,0.0,0.6952652849250988,69.46
01175f0c6182b4410c669417d7e8268f,brinquedos,2017,35.09,0.6367174511337093,0.0,0.6367174511337093,22.34
011967a30ceeaa86acb72e79664544ad,esporte_lazer,2017,99.9,0.6977288728703542,0.0,0.6977288728703542,69.7
011ae9863bd5b15e528a16dd8ceb4772,brinquedos,2017,649.9,0.5557009677574244,0.0,0.5557009677574244,361.15
011ae9863bd5b15e528a16dd8ceb4772,brinquedos,2018,749.9,0.5557009677574244,0.0,0.5557009677574244,416.72
011bb8a6af5178b33871a83c4f297d32,informatica_acessorios,2017,31.58,0.7896398033103613,0.0,0.7896398033103613,24.94
011be89e68e286ac07f51c22ecbb04aa,esporte_lazer,2017,69.9,0.6705758592357252,0.0,0.6705758592357252,46.87
011c2759ca1a29c74ecd8bfa48d0ac14,utilidades_domesticas,2018,22.9,0.7456838068125716,0.0,0.7456838068125716,17.08
01217a683550744160a91eaa46a92305,perfumaria,2018,55.9,0.5706824999806097,0.0,0.5706824999806097,31.9
0124d1581f26143e988b8e1a4b7adab7,utilidades_domesticas,2017,24.3,0.6716645827095401,0.0,0.6716645827095401,16.32
0127db1f4effcf8f5b88d80588bc5624,relogios_presentes,2018,49.0,0.6726767485886302,0.1,0.7726767485886302,37.86
0129d1e9b29d3fe6833cc922374cd252,consoles_games,2018,12.0,0.7844566137437458,0.0,0.7844566137437458,9.41
012dd0e1c1f14325ee35f06748329355,beleza_saude,2018,299.08,0.6929320130940189,0.08,0.7729320130940188,231.17
0130c4375ccbe30dbfa676abd076a056,utilidades_domesticas,2017,84.9,0.6683723502642385,0.0,0.6683723502642385,56.74
0130c4375ccbe30dbfa676abd076a056,utilidades_domesticas,2018,84.9,0.6683723502642385,0.0,0.6683723502642385,56.74
013298e0648d412de0d65690045493bc,perfumaria,2018,49.9,0.6167439157729735,0.0,0.6167439157729735,30.78
0134eb6b933b7ebc0f9e24ae5abefaa0,eletrodomesticos,2018,40.5,0.6328922493356381,0.0,0.6328922493356381,25.63
0135900191d4383219257d6fde585ccf,pet_shop,2018,158.99,0.6801681006178845,0.0,0.6801681006178845,108.14
01365901d8f2247976a7e5d4c98c52c0,relogios_presentes,2017,29.0,0.6597278650762617,0.0,0.6597278650762617,19.13
01365901d8f2247976a7e5d4c98c52c0,relogios_presentes,2018,29.0,0.6597278650762617,0.1,0.7597278650762617,22.03
0138b665025e0b24bfa6206d97b0f117,moveis_decoracao,2018,169.9,0.5554030199700827,0.0,0.5554030199700827,94.36
013b5dd7d319685753e2c12292975615,moveis_cozinha_area_de_servico_jantar_e_jardim,2018,265.99,0.7565729810485895,0.0,0.7565729810485895,201.24
013c4b7963865454407e0c79047636c3,esporte_lazer,2018,52.7,0.7740401929599418,0.07,0.8440401929599417,44.48
013cc658e88b36989b48b2bd5f7add59,esporte_lazer,2018,119.49,0.5850622722496528,0.07,0.6550622722496529,78.27
013e6676e0e3529e5909ff54370daddf,informatica_acessorios,2017,299.9,0.6885090358847624,0.0,0.6885090358847624,206.48
013e6676e0e3529e5909ff54370daddf,informatica_acessorios,2018,299.9,0.6885090358847624,0.0,0.6885090358847624,206.48
013ee64977aaa6b2b25475095162e0e9,cama_mesa_banho,2018,69.99,0.577143935283861,0.0,0.577143935283861,40.39
013fef6ee8c8f3ff998e8f0a950a0495,utilidades_domesticas,2018,13.5,0.718060023259953,0.0,0.718060023259953,9.69
0141015d2469c1c5f9d7d377d1cdb44a,moveis_sala,2017,139.0,0.6203084459597521,0.0,0.6203084459597521,86.22
0141f5b2fc5389a8b247ae23b58482ef,relogios_presentes,2017,199.0,0.7148556586729755,0.0,0.7148556586729755,142.26
01422266d7a3131403364787ef9dab11,cool_stuff,2018,33.9,0.7317486535717207,0.0,0.7317486535717207,24.81
0142fd5bd2e0923cf2dbc73d471dda34,fashion_calcados,2017,74.9,0.7421618729794143,0.0,0.7421618729794143,55.59
014a8a503291921f7b004a5215bb3c36,bebes,2017,36.9,0.5769352364889742,0.0,0.5769352364889742,21.29
014a8a503291921f7b004a5215bb3c36,bebes,2018,35.99,0.5769352364889742,0.0,0.5769352364889742,20.76
014d94f219fbff1166b9cf700eee36b2,relogios_presentes,2018,199.9,0.779002961284402,0.1,0.879002961284402,175.71
014fcf6bd5cd4c7ee29fb3bb618c445e,unknown,2018,699.99,0.6075534977237202,0.0,0.6075534977237202,425.28
01503fbd89d42654631476b292b8bc8c,esporte_lazer,2018,89.99,0.5593531390440449,0.07,0.629353139044045,56.64
0152cb427657428c06633fce6d721da4,alimentos,2017,169.9,0.6887131173478709,0.0,0.6887131173478709,117.01
0152cb427657428c06633fce6d721da4,alimentos,2018,169.9,0.6887131173478709,0.0,0.6887131173478709,117.01
0152f69b6cf919bcdaf117aa8c43e5a2,cama_mesa_banho,2017,13.9,0.6427305709656097,0.0,0.6427305709656097,8.93
0152f69b6cf919bcdaf117aa8c43e5a2,cama_mesa_banho,2018,17.9,0.6427305709656097,0.0,0.6427305709656097,11.5
01545847403c0f1e69d76654d66be35c,pet_shop,2017,49.9,0.7574474357831034,0.0,0.7574474357831034,37.8
01545847403c0f1e69d76654d66be35c,pet_shop,2018,39.9,0.7574474357831034,0.0,0.7574474357831034,30.22
015527ec9502daa03dfd0e22ef1d1288,utilidades_domesticas,2018,26.0,0.7520628680160755,0.0,0.7520628680160755,19.55
01586bfbe1d5449887f1cac4ad1fbd02,telefonia_fixa,2017,12.97,0.6292847232056789,0.0,0.6292847232056789,8.16
01593b27eef404f592e6a3f1174493bf,cool_stuff,2017,219.99,0.7882248487674363,0.0,0.7882248487674363,173.4
015dfd6612249811b2e147c1f3be048f,utilidades_domesticas,2017,29.9,0.6227294595350297,0.0,0.6227294595350297,18.62
015e04445dedbd5da301ef29cbb03f83,cama_mesa_banho,2017,62.7,0.6787642823079287,0.0,0.6787642823079287,42.56
015e04445dedbd5da301ef29cbb03f83,cama_mesa_banho,2018,62.7,0.6787642823079287,0.0,0.6787642823079287,42.56
015e652da4f31f2f7a051a6de66094c0,cama_mesa_banho,2017,74.9,0.6139912726419008,0.0,0.6139912726419008,45.99
015e652da4f31f2f7a051a6de66094c0,cama_mesa_banho,2018,74.9,0.6139912726419008,0.0,0.6139912726419008,45.99
015ec57b45a4c3efc70288eb133d623a,beleza_saude,2017,305.0,0.7840108925122409,0.0,0.7840108925122409,239.12
015f06d7b83e5a6f7d1765fb5d8bdfa6,fashion_roupa_masculina,2017,24.9,0.5911519543955046,0.0,0.5911519543955046,14.72
01604238fbc11ce379e537a76b26bc94,eletronicos,2018,18.32,0.5612276548480823,0.0,0.5612276548480823,10.28
0160785b697a5ea87d52949bd097ce05,malas_acessorios,2018,208.9,0.6587742650007595,0.0,0.6587742650007595,137.62
0160814e8c847c018da9cf3e01c271be,beleza_saude,2018,79.56,0.7980938910139593,0.08,0.8780938910139593,69.86
0164201c7c8b81dc5779e015e2d7be59,cama_mesa_banho,2018,21.99,0.7729193165637285,0.0,0.7729193165637285,17.0
016711f78a6a87696645db0a6a834826,beleza_saude,2017,119.0,0.7371520048642374,0.0,0.7371520048642374,87.72
016711f78a6a87696645db0a6a834826,beleza_saude,2018,99.0,0.7371520048642374,0.08,0.8171520048642373,80.9
0167ff78aa8cd40d5432d3daae646c7a,moveis_decoracao,2017,46.9,0.7726981227196312,0.0,0.7726981227196312,36.24
016809bbae76f284266dcffcbb12480b,malas_acessorios,2017,69.9,0.7733616599244658,0.0,0.7733616599244658,54.06
0168e1b28d8e55a515928cf656eff0a4,automotivo,2017,39.9,0.6797145900966123,0.0,0.6797145900966123,27.12
0168e1b28d8e55a515928cf656eff0a4,automotivo,2018,39.5,0.6797145900966123,0.0,0.6797145900966123,26.85
016becd5c493d3b3872aaa7294accf52,esporte_lazer,2017,136.5,0.6289822629576983,0.0,0.6289822629576983,85.86
016cae136d358dcdacbd7ac9f1864c09,esporte_lazer,2017,59.0,0.743003108027747,0.0,0.743003108027747,43.84
016cae136d358dcdacbd7ac9f1864c09,esporte_lazer,2018,69.0,0.743003108027747,0.07,0.8130031080277471,56.1
016f3b29107ed03252e477b08445cec4,automotivo,2017,54.9,0.7154153157919403,0.0,0.7154153157919403,39.28
017066298c485af1e19e55363f5dc362,esporte_lazer,2017,21.99,0.6434144322184275,0.0,0.6434144322184275,14.15
0174eb125f49a617bd9c6277e5aa76a9,eletrodomesticos,2017,152.25,0.5736166670153788,0.0,0.5736166670153788,87.33
0176300ac9900e260f35fbddd71c6d92,eletrodomesticos,2018,120.9,0.7366974028372566,0.0,0.7366974028372566,89.07
017692475c1c954ff597feda05131d73,perfumaria,2017,13.99,0.6156151289807162,0.0,0.6156151289807162,8.61
017692475c1c954ff597feda05131d73,perfumaria,2018,13.99,0.6156151289807162,0.0,0.6156151289807162,8.61
0176bf7839ab4e611dc01cdc3ef6f4e4,cool_stuff,2017,199.0,0.7842032876334448,0.0,0.7842032876334448,156.06
0176bf7839ab4e611dc01cdc3ef6f4e4,cool_stuff,2018,218.5,0.7842032876334448,0.0,0.7842032876334448,171.35
017e3ffa31fcd2f8061fa66a9e486381,relogios_presentes,2017,1654.44,0.6102426437514212,0.0,0.6102426437514212,1009.61
017e8dcb2e1a468d46e6e80fd694c5ec,automotivo,2018,118.8,0.5806894831028715,0.0,0.5806894831028715,68.99
